"time","low","high","open","close","volume"
"2024-06-05T00:00:00.000Z",0.00678,0.0068,0.00678,0.00678,610973
"2024-06-04T00:00:00.000Z",0.00671,0.00692,0.0069,0.00678,217509274
"2024-06-03T00:00:00.000Z",0.00672,0.00702,0.00682,0.0069,158860169
"2024-06-02T00:00:00.000Z",0.00672,0.00701,0.00696,0.00681,178375502
"2024-06-01T00:00:00.000Z",0.00693,0.0072,0.00706,0.00696,164308922
"2024-05-31T00:00:00.000Z",0.00689,0.00719,0.00717,0.00705,232525512
"2024-05-30T00:00:00.000Z",0.00699,0.00818,0.00714,0.00718,657639045
"2024-05-29T00:00:00.000Z",0.00697,0.00734,0.00701,0.00714,309399479
"2024-05-28T00:00:00.000Z",0.00691,0.0072,0.00708,0.00701,205013211
"2024-05-27T00:00:00.000Z",0.00687,0.00723,0.00692,0.00708,167509966
"2024-05-26T00:00:00.000Z",0.00688,0.00713,0.0071,0.00691,129551280
"2024-05-25T00:00:00.000Z",0.007,0.00723,0.00722,0.0071,81160723
"2024-05-24T00:00:00.000Z",0.00679,0.00738,0.0069,0.00724,184191807
"2024-05-23T00:00:00.000Z",0.00675,0.00717,0.00713,0.00692,153509244
"2024-05-22T00:00:00.000Z",0.00709,0.00735,0.0072,0.00714,86984260
"2024-05-21T00:00:00.000Z",0.00707,0.00736,0.0072,0.00722,236226524
"2024-05-20T00:00:00.000Z",0.00673,0.00722,0.00681,0.0072,188636848
"2024-05-19T00:00:00.000Z",0.00675,0.00713,0.00705,0.00682,105317415
"2024-05-18T00:00:00.000Z",0.00699,0.0072,0.00712,0.00705,96708951
"2024-05-17T00:00:00.000Z",0.00696,0.00726,0.00696,0.00712,112600853
"2024-05-16T00:00:00.000Z",0.00688,0.00729,0.00705,0.00696,200364684
"2024-05-15T00:00:00.000Z",0.00665,0.00726,0.00677,0.00706,508471460
"2024-05-14T00:00:00.000Z",0.0067,0.00721,0.00705,0.00676,146635944
"2024-05-13T00:00:00.000Z",0.0069,0.00736,0.00713,0.00705,137238378
"2024-05-12T00:00:00.000Z",0.00712,0.00735,0.00721,0.00713,67026833
"2024-05-11T00:00:00.000Z",0.00719,0.00752,0.0073,0.00723,95650839
"2024-05-10T00:00:00.000Z",0.00721,0.00768,0.00744,0.0073,136551651
"2024-05-09T00:00:00.000Z",0.00713,0.00798,0.00716,0.00745,310696576
"2024-05-08T00:00:00.000Z",0.00709,0.00759,0.00743,0.00717,171490563
"2024-05-07T00:00:00.000Z",0.00743,0.00783,0.00762,0.00744,142557469
"2024-05-06T00:00:00.000Z",0.00761,0.00795,0.00784,0.00763,167993853
"2024-05-05T00:00:00.000Z",0.00778,0.0081,0.00799,0.00785,156930602
"2024-05-04T00:00:00.000Z",0.00776,0.0082,0.00779,0.00799,252277345
"2024-05-03T00:00:00.000Z",0.00766,0.00796,0.00774,0.0078,258867135
"2024-05-02T00:00:00.000Z",0.00739,0.00828,0.00767,0.00775,400584022
"2024-05-01T00:00:00.000Z",0.00706,0.00847,0.0074,0.00768,784162556
"2024-04-30T00:00:00.000Z",0.00714,0.00924,0.00816,0.0074,975485747
"2024-04-29T00:00:00.000Z",0.00684,0.00917,0.00717,0.00815,854324081
"2024-04-28T00:00:00.000Z",0.00712,0.0074,0.00719,0.00717,77743313
"2024-04-27T00:00:00.000Z",0.00703,0.00735,0.00732,0.00721,96494455
"2024-04-26T00:00:00.000Z",0.00717,0.0076,0.00753,0.00731,163082168
"2024-04-25T00:00:00.000Z",0.0073,0.00777,0.00742,0.00753,187818767
"2024-04-24T00:00:00.000Z",0.00729,0.00803,0.00787,0.00742,282535415
"2024-04-23T00:00:00.000Z",0.00779,0.00819,0.0081,0.00786,226966289
