"time","open","high","low","close","volume"
"2024-05-27T00:00:00.000Z","0.457872","0.474333","0.456733","0.469282","1996044.83690362"
"2024-05-26T00:00:00.000Z","0.461943","0.462488","0.455234","0.457883","1880372.57980120"
"2024-05-25T00:00:00.000Z","0.459912","0.464170","0.457184","0.461842","1648294.14896890"
"2024-05-24T00:00:00.000Z","0.465410","0.469281","0.454302","0.459911","2541975.18064858"
"2024-05-23T00:00:00.000Z","0.483134","0.488000","0.444400","0.465409","6062144.86837478"
"2024-05-22T00:00:00.000Z","0.494481","0.494986","0.474824","0.483033","6221034.01674490"
"2024-05-21T00:00:00.000Z","0.502093","0.510000","0.490651","0.494275","8525989.24051596"
"2024-05-20T00:00:00.000Z","0.467149","0.502839","0.460606","0.502037","24762627.83262447"
"2024-05-19T00:00:00.000Z","0.482008","0.483359","0.462006","0.467150","11078921.01301909"
"2024-05-18T00:00:00.000Z","0.482192","0.485969","0.476000","0.482123","5570712.23187678"
"2024-05-17T00:00:00.000Z","0.459865","0.490882","0.455415","0.482191","14317866.27950328"
"2024-05-16T00:00:00.000Z","0.452633","0.463596","0.448744","0.459872","14294498.00021964"
"2024-05-15T00:00:00.000Z","0.427872","0.455036","0.426145","0.452667","9843573.90099096"
"2024-05-14T00:00:00.000Z","0.436431","0.438172","0.426252","0.427801","2616373.01967917"
"2024-05-13T00:00:00.000Z","0.437630","0.452538","0.425349","0.436119","8099459.50045224"
"2024-05-12T00:00:00.000Z","0.438476","0.442846","0.432411","0.437630","2124768.66853242"
"2024-05-11T00:00:00.000Z","0.447902","0.450561","0.437217","0.438386","9487701.17230590"
"2024-05-10T00:00:00.000Z","0.463482","0.468330","0.443515","0.448010","5888001.26162588"
"2024-05-09T00:00:00.000Z","0.451293","0.464311","0.447142","0.463489","3040366.87504120"
"2024-05-08T00:00:00.000Z","0.441394","0.468383","0.436782","0.451359","10466298.20608461"
"2024-05-07T00:00:00.000Z","0.454122","0.455921","0.441000","0.441394","11879893.67056983"
"2024-05-06T00:00:00.000Z","0.457958","0.475001","0.451667","0.454329","9042646.31466750"
"2024-05-05T00:00:00.000Z","0.462999","0.465882","0.451480","0.458131","4053088.16940571"
"2024-05-04T00:00:00.000Z","0.467659","0.475578","0.462417","0.462999","8121259.31706564"
"2024-05-03T00:00:00.000Z","0.457881","0.473729","0.446740","0.467534","8899513.78903412"
"2024-05-02T00:00:00.000Z","0.449606","0.462885","0.438713","0.457969","7193526.14054050"
"2024-05-01T00:00:00.000Z","0.440751","0.457256","0.418059","0.450017","5352656.15013353"
"2024-04-30T00:00:00.000Z","0.457063","0.462584","0.426171","0.440751","4596763.21892374"
"2024-04-29T00:00:00.000Z","0.459945","0.463120","0.446431","0.457088","7317676.17840021"
"2024-04-28T00:00:00.000Z","0.466717","0.477500","0.458547","0.459945","2441202.49926322"
"2024-04-27T00:00:00.000Z","0.462474","0.469231","0.445000","0.466716","2013181.73274639"
"2024-04-26T00:00:00.000Z","0.470589","0.478746","0.461000","0.462473","3186558.59835298"
"2024-04-25T00:00:00.000Z","0.474598","0.479323","0.462600","0.470551","4841057.36638529"
"2024-04-24T00:00:00.000Z","0.500000","0.510722","0.468910","0.474826","6440151.01698023"
"2024-04-23T00:00:00.000Z","0.516869","0.521477","0.497000","0.500000","11344286.95260587"
"2024-04-22T00:00:00.000Z","0.499412","0.522277","0.495363","0.516938","9023880.04729609"
"2024-04-21T00:00:00.000Z","0.507123","0.512423","0.488124","0.498969","4270768.15956801"
"2024-04-20T00:00:00.000Z","0.468291","0.508233","0.465306","0.507000","10119119.59190133"
"2024-04-19T00:00:00.000Z","0.458362","0.475814","0.423459","0.468221","10098727.85062982"
"2024-04-18T00:00:00.000Z","0.444182","0.461222","0.434007","0.458554","5023129.31821146"
"2024-04-17T00:00:00.000Z","0.458650","0.464698","0.427686","0.444469","6325701.99135312"
"2024-04-16T00:00:00.000Z","0.461068","0.478100","0.439482","0.458668","13837921.87406016"
"2024-04-15T00:00:00.000Z","0.467925","0.495512","0.439729","0.460746","17147528.32155540"
"2024-04-14T00:00:00.000Z","0.445726","0.473398","0.433500","0.467919","8379731.10363018"
"2024-04-13T00:00:00.000Z","0.502686","0.516161","0.400001","0.445144","21929226.41717480"
"2024-04-12T00:00:00.000Z","0.586065","0.592271","0.459000","0.502996","22931074.74112484"
"2024-04-11T00:00:00.000Z","0.586105","0.594301","0.576109","0.586068","2207959.68707824"
"2024-04-10T00:00:00.000Z","0.590919","0.593836","0.557201","0.586298","4910893.62206420"
"2024-04-09T00:00:00.000Z","0.614197","0.623927","0.590000","0.591133","5751279.37318549"
"2024-04-08T00:00:00.000Z","0.588869","0.616813","0.579954","0.614197","5014584.15548840"
"2024-04-07T00:00:00.000Z","0.583855","0.596746","0.582372","0.589659","2491716.57964288"
"2024-04-06T00:00:00.000Z","0.574075","0.589095","0.572106","0.583999","1431915.47636717"
"2024-04-05T00:00:00.000Z","0.582753","0.584848","0.560000","0.574183","3267667.86838027"
"2024-04-04T00:00:00.000Z","0.569287","0.597241","0.559325","0.583424","5106106.42254054"
"2024-04-03T00:00:00.000Z","0.580517","0.594927","0.563041","0.569427","4243201.09798206"
"2024-04-02T00:00:00.000Z","0.621515","0.621515","0.573283","0.580517","8234730.73591671"
"2024-04-01T00:00:00.000Z","0.650365","0.651373","0.605611","0.622120","7981078.40121963"
"2024-03-31T00:00:00.000Z","0.643181","0.653610","0.642178","0.650364","3231978.88066538"
"2024-03-30T00:00:00.000Z","0.665460","0.670122","0.642179","0.643949","4619698.37506913"
"2024-03-29T00:00:00.000Z","0.651081","0.667797","0.635367","0.664208","16621150.58666103"
"2024-03-28T00:00:00.000Z","0.647307","0.658245","0.635063","0.651016","7885341.01494444"
"2024-03-27T00:00:00.000Z","0.664842","0.670426","0.630000","0.647699","28922806.00223330"
"2024-03-26T00:00:00.000Z","0.656602","0.683314","0.652000","0.664706","7905537.98138182"
"2024-03-25T00:00:00.000Z","0.646500","0.668408","0.638543","0.656602","8565597.40040968"
"2024-03-24T00:00:00.000Z","0.622856","0.647842","0.622856","0.646499","4238714.97733862"
"2024-03-23T00:00:00.000Z","0.613737","0.638760","0.610770","0.622962","2548520.32254539"
"2024-03-22T00:00:00.000Z","0.631327","0.642237","0.599227","0.615188","7502975.53669473"
"2024-03-21T00:00:00.000Z","0.639610","0.648213","0.618000","0.631555","10359723.68796411"
"2024-03-20T00:00:00.000Z","0.584873","0.644097","0.569052","0.639586","16484228.00691863"
"2024-03-19T00:00:00.000Z","0.659504","0.665473","0.580001","0.586232","20254258.76136524"
