"price","volume","type"
"4.7238","1.7","ask"
"4.7279","2.2","ask"
"4.7309","2","ask"
"4.7408","2.1","ask"
"4.7427","6.4","ask"
"4.7462","11.3","ask"
"4.7473","1.7","ask"
"4.75","12180.9","ask"
"4.753","2.1","ask"
"4.7571","1.3","ask"
"4.771","1.7","ask"
"4.7729","11.3","ask"
"4.7732","29.4","ask"
"4.7784","2.1","ask"
"4.7787","5.3","ask"
"4.7794","7.1","ask"
"4.7799","66.2","ask"
"4.7836","22","ask"
"4.784","81.9","ask"
"4.7933","4.3","ask"
"4.7947","1.7","ask"
"4.8","785","ask"
"4.8051","57.9","ask"
"4.8092","3.3","ask"
"4.8175","3.8","ask"
"4.8186","1.7","ask"
"4.8231","46.5","ask"
"4.8293","9.9","ask"
"4.84","100","ask"
"4.8426","1.7","ask"
"4.85","4222.2","ask"
"4.8517","7","ask"
"4.8518","66.2","ask"
"4.8581","11","ask"
"4.8612","6.3","ask"
"4.8667","1.7","ask"
"4.87","325","ask"
"4.88","459.9","ask"
"4.8885","56.9","ask"
"4.891","1.7","ask"
"4.9","141","ask"
"4.9014","21.4","ask"
"4.9154","1.7","ask"
"4.9249","66.2","ask"
"4.9253","6.9","ask"
"4.9318","1.3","ask"
"4.9389","3.6","ask"
"4.9398","1.7","ask"
"4.94","100","ask"
"4.95","5070","ask"
"4.9645","1.7","ask"
"4.9727","10.7","ask"
"4.98","5000","ask"
"4.9828","6.1","ask"
"4.9893","1.7","ask"
"4.9898","1361.4","ask"
"4.9998","6.8","ask"
"5","29430.1","ask"
"5.0141","1.7","ask"
"5.0201","5","ask"
"5.0391","1.7","ask"
"5.0484","45.4","ask"
"5.0499","34.5","ask"
"5.05","6819.2","ask"
"5.0642","1.7","ask"
"5.07","476","ask"
"5.0895","1.7","ask"
"5.1","19.6","ask"
"5.1036","0.6","ask"
"5.1095","7.8","ask"
"5.1148","1.7","ask"
"5.1403","1.7","ask"
"5.1431","3.1","ask"
"5.15","5048.5","ask"
"5.1659","1.7","ask"
"5.167","0.6","ask"
"5.1917","1.7","ask"
"5.2","5065.9","ask"
"5.2176","1.7","ask"
"5.2246","29.4","ask"
"5.235","388","ask"
"5.24","100","ask"
"5.25","17661.8","ask"
"5.27","1.9","ask"
"5.2803","45.5","ask"
"5.29","35","ask"
"5.3","5000","ask"
"5.35","5000","ask"
"5.3788","131.7","ask"
"5.39","70","ask"
"5.3984","23","ask"
"5.4","5025.7","ask"
"5.44","5000","ask"
"5.45","5000","ask"
"5.5","8042.9","ask"
"5.5001","2.9","ask"
"5.5096","40.9","ask"
"5.55","36.8","ask"
"5.5523","10.1","ask"
"5.5555","8","ask"
"5.6","17.1","ask"
"5.66","77.6","ask"
"5.676","29.4","ask"
"5.6999","0.4","ask"
"5.7","100","ask"
"5.75","250","ask"
"5.8","12","ask"
"5.8099","2.2","ask"
"5.8327","17.3","ask"
"5.88","1.8","ask"
"5.8819","2.7","ask"
"5.89","4","ask"
"5.9151","40.9","ask"
"5.93","20","ask"
"5.9409","0.6","ask"
"5.9699","0.3","ask"
"6","921.1","ask"
"6.02","25","ask"
"6.035","512.5","ask"
"6.17","3.9","ask"
"6.21","1135.2","ask"
"6.27","4","ask"
"6.2903","2.5","ask"
"6.3","16","ask"
"6.3206","40.9","ask"
"6.44","4000","ask"
"6.4545","164.7","ask"
"6.47","18.5","ask"
"6.5","820.6","ask"
"6.53","28.2","ask"
"6.6","15.3","ask"
"6.6584","29.4","ask"
"6.66","2053.4","ask"
"6.6666","10","ask"
"6.7","3.1","ask"
"6.7261","40.9","ask"
"6.727","2.3","ask"
"6.82","23","ask"
"6.85","54.9","ask"
"7","153.5","ask"
"7.11","3525","ask"
"7.1316","40.9","ask"
"7.2","74.5","ask"
"7.25","10008.7","ask"
"7.4","10013.6","ask"
"7.5","370","ask"
"7.5303","164.7","ask"
"7.5372","40.9","ask"
"7.66","74.2","ask"
"7.7","8","ask"
"7.77","2007.9","ask"
"7.845","124.3","ask"
"7.88","10006.3","ask"
"7.9427","40.9","ask"
"7.95","129.3","ask"
"7.96","3.4","ask"
"8","4118.7","ask"
"8.1","2","ask"
"8.13","40","ask"
"8.3004","70","ask"
"8.3482","40.9","ask"
"8.4","12","ask"
"8.49","20000","ask"
"8.6","25000","ask"
"8.606","164.7","ask"
"8.66","45.7","ask"
"8.69","15000","ask"
"8.7","25000","ask"
"8.75","25000","ask"
"8.7537","40.9","ask"
"8.785","50000","ask"
"8.86","119","ask"
"8.88","4374.4","ask"
"8.8888","10","ask"
"8.9","680.1","ask"
"9","1515.6","ask"
"9.1593","40.9","ask"
"9.22","12","ask"
"9.35","8000","ask"
"9.38","40.9","ask"
"9.44","190.5","ask"
"9.49","500","ask"
"9.5","383.9","ask"
"9.6","10.5","ask"
"9.71","14.8","ask"
"9.8","1486.6","ask"
"9.88","1200","ask"
"9.89","5000","ask"
"9.9","4300","ask"
"9.9864","40.9","ask"
"9.99","119.8","ask"
"9.9999","10","ask"
"10","15497.4","ask"
"10.07","10","ask"
"10.2718","5.5","ask"
"10.98","5000","ask"
"11","3009.2","ask"
"11.096","40.9","ask"
"11.11","412.2","ask"
"11.1111","10","ask"
"11.7305","1206.4","ask"
"11.75","8064.2","ask"
"11.986","1206.3","ask"
"12","99.1","ask"
"12.15","72","ask"
"12.2057","40.9","ask"
"12.69","150","ask"
"12.73","22","ask"
"12.75","665.7","ask"
"12.8","7.9","ask"
"13.3","2000","ask"
"13.3154","40.9","ask"
"13.7","62.3","ask"
"13.75","8000","ask"
"14","100","ask"
"14.4251","40.9","ask"
"14.57","11.8","ask"
"14.6","8.3","ask"
"14.8","5000","ask"
"15","4192.8","ask"
"15.3","336","ask"
"15.5349","40.9","ask"
"15.7","8000","ask"
"16","14517.3","ask"
"16.6445","40.9","ask"
"16.7","8000","ask"
"17","5.3","ask"
"17.5","20611.8","ask"
"17.7","8000","ask"
"17.7542","40.9","ask"
"17.9","27.9","ask"
"18","20134.5","ask"
"18.5","15000","ask"
"18.7","8200","ask"
"18.8639","40.9","ask"
"19","3805.6","ask"
"19.0028","3","ask"
"19.7","15000","ask"
"19.9","300","ask"
"19.9737","41","ask"
"19.99","142.9","ask"
"20","7020","ask"
"21.85","9.4","ask"
"22.13","113","ask"
"22.1404","601.5","ask"
"22.95","168","ask"
"23","854.3","ask"
"23.7","9620.2","ask"
"24.3","47","ask"
"24.4","5001.4","ask"
"24.5","20","ask"
"24.78","100","ask"
"24.9","10000","ask"
"25","11196.6","ask"
"26.5","1000","ask"
"27","17.5","ask"
"27.4","54.9","ask"
"28","214.4","ask"
"28.88","20200","ask"
"28.9","547.4","ask"
"29","100000","ask"
"30","4746","ask"
"32","23","ask"
"32.77","7.5","ask"
"32.9954","743.5","ask"
"33.33","1915.7","ask"
"34","2500","ask"
"35","20600","ask"
"36.45","47","ask"
"38","5001.4","ask"
"38.52","60","ask"
"38.6","214.5","ask"
"39.41","250","ask"
"40","2329.5","ask"
"41","10000.1","ask"
"42.69","420.7","ask"
"44.4411","50","ask"
"45","10023.4","ask"
"48","105000","ask"
"48.72","250","ask"
"48.95","75","ask"
"49","18338.5","ask"
"49.16","6","ask"
"49.9","10000","ask"
"50","27924.8","ask"
"52","2000","ask"
"53.9","332.6","ask"
"54","1037.4","ask"
"56.99","1200","ask"
"57.9","100","ask"
"57.98","3500","ask"
"58.88","400","ask"
"59","17099.3","ask"
"59.98","3500","ask"
"60","453.7","ask"
"64","23","ask"
"64.4","410.5","ask"
"64.9","651.2","ask"
"65","7453.2","ask"
"68","5001.4","ask"
"68.4","266.5","ask"
"68.5","13.4","ask"
"68.88","500","ask"
"69","27500","ask"
"70","801.5","ask"
"73","27500","ask"
"73.74","4.8","ask"
"74","50000","ask"
"74.5","1000","ask"
"74.8","10000","ask"
"77.837","26210.9","ask"
"78.88","500","ask"
"79.13","13.4","ask"
"80","43163.7","ask"
"80.81","100","ask"
"81.89","411","ask"
"85","182.4","ask"
"90","877.7","ask"
"94","68","ask"
"97","3679.4","ask"
"98","6456.4","ask"
"99","3606.6","ask"
"99.7","10000","ask"
"100","874.4","ask"
"102","9960","ask"
"110","500","ask"
"110.61","3.8","ask"
"120","314.4","ask"
"128","23","ask"
"129.4","615.8","ask"
"130","600","ask"
"143","68","ask"
"146","20000","ask"
"148","25000","ask"
"149","25000","ask"
"155","25000","ask"
"165.92","3.1","ask"
"175","76","ask"
"190","60000","ask"
"195","28321","ask"
"198","9577.8","ask"
"200","6162.6","ask"
"245","50000","ask"
"250","3571.9","ask"
"287.1","615.9","ask"
"290","30000","ask"
"300","120.1","ask"
"313","313","ask"
"375","24","ask"
"500","160.8","ask"
"698","100000","ask"
"2.8103","36.8","bid"
"2.8056","207.6","bid"
"2.8055","205.6","bid"
"2.804","22","bid"
"2.8033","239","bid"
"2.803","22","bid"
"2.802","22","bid"
"2.801","22","bid"
"2.8","22","bid"
"2.799","22","bid"
"2.7987","233","bid"
"2.798","22","bid"
"2.797","22","bid"
"2.796","22","bid"
"2.795","22","bid"
"2.794","22","bid"
"2.793","22","bid"
"2.792","22","bid"
"2.791","22","bid"
"2.79","22","bid"
"2.789","22","bid"
"2.788","22","bid"
"2.787","22","bid"
"2.786","22","bid"
"2.785","22","bid"
"2.784","22","bid"
"2.783","22","bid"
"2.782","22","bid"
"2.7812","360","bid"
"2.7811","3158.9","bid"
"2.781","22","bid"
"2.78","22","bid"
"2.7799","172","bid"
"2.779","22","bid"
"2.778","22","bid"
"2.777","22","bid"
"2.776","22","bid"
"2.7753","1.3","bid"
"2.775","22","bid"
"2.774","22","bid"
"2.773","22","bid"
"2.772","22","bid"
"2.7711","4872","bid"
"2.771","22","bid"
"2.77","22","bid"
"2.769","22","bid"
"2.768","22","bid"
"2.767","22","bid"
"2.766","22","bid"
"2.765","22","bid"
"2.764","22","bid"
"2.763","22","bid"
"2.762","22","bid"
"2.761","22","bid"
"2.76","22","bid"
"2.759","22","bid"
"2.758","22","bid"
"2.757","22","bid"
"2.756","22","bid"
"2.755","22","bid"
"2.754","22","bid"
"2.753","22","bid"
"2.752","22","bid"
"2.751","22","bid"
"2.75","22","bid"
"2.749","22","bid"
"2.748","22","bid"
"2.747","22","bid"
"2.746","22","bid"
"2.745","22","bid"
"2.744","22","bid"
"2.743","22","bid"
"2.742","22","bid"
"2.7417","0.1","bid"
"2.7413","2087.4","bid"
"2.7411","15","bid"
"2.741","31.1","bid"
"2.74","22","bid"
"2.7399","1.3","bid"
"2.7396","1268.2","bid"
"2.739","22","bid"
"2.7387","24.1","bid"
"2.7386","169.2","bid"
"2.738","22","bid"
"2.7373","78.2","bid"
"2.737","22","bid"
"2.7364","5.1","bid"
"2.7362","0.1","bid"
"2.736","22","bid"
"2.7358","0.4","bid"
"2.7357","0.1","bid"
"2.735","22","bid"
"2.7346","0.4","bid"
"2.734","22","bid"
"2.7331","1","bid"
"2.733","26.2","bid"
"2.7329","10.9","bid"
"2.7322","0.4","bid"
"2.732","22","bid"
"2.731","22","bid"
"2.73","460.8","bid"
"2.729","22","bid"
"2.7286","90.8","bid"
"2.728","22","bid"
"2.7278","0.1","bid"
"2.727","22","bid"
"2.7267","7.8","bid"
"2.726","141","bid"
"2.725","45.6","bid"
"2.7248","27.9","bid"
"2.724","22","bid"
"2.7238","11.7","bid"
"2.7226","7.2","bid"
"2.7225","0.1","bid"
"2.7221","0.4","bid"
"2.7218","0.1","bid"
"2.7211","224.6","bid"
"2.721","51.3","bid"
"2.7207","50.7","bid"
"2.7205","67.6","bid"
"2.7199","12.3","bid"
"2.7185","0.4","bid"
"2.7142","105.9","bid"
"2.714","0.1","bid"
"2.7108","37.6","bid"
"2.7087","0.1","bid"
"2.7083","0.4","bid"
"2.7079","0.1","bid"
"2.7068","0.4","bid"
"2.705","36.6","bid"
"2.7048","75.3","bid"
"2.7045","1.3","bid"
"2.7035","171.4","bid"
"2.7014","9.5","bid"
"2.7007","9.3","bid"
"2.7006","5","bid"
"2.7001","0.1","bid"
"2.7","18.7","bid"
"2.6989","8.2","bid"
"2.6975","3.7","bid"
"2.6957","6.6","bid"
"2.6952","35.3","bid"
"2.695","0.1","bid"
"2.6946","0.4","bid"
"2.694","0.1","bid"
"2.6932","11.1","bid"
"2.693","0.4","bid"
"2.691","0.4","bid"
"2.6906","19.5","bid"
"2.6893","3.6","bid"
"2.688","92.2","bid"
"2.6863","0.1","bid"
"2.6832","7.6","bid"
"2.6812","0.1","bid"
"2.6808","0.4","bid"
"2.6805","37","bid"
"2.6801","0.1","bid"
"2.6795","67.7","bid"
"2.6793","12.5","bid"
"2.6791","0.4","bid"
"2.6773","0.4","bid"
"2.6725","8.4","bid"
"2.6724","121.5","bid"
"2.6711","8.7","bid"
"2.6692","1.3","bid"
"2.6688","173.6","bid"
"2.668","80.3","bid"
"2.6675","0.1","bid"
"2.6671","0.4","bid"
"2.6663","0.1","bid"
"2.6662","11.1","bid"
"2.6656","44.6","bid"
"2.6653","5.1","bid"
"2.6652","0.4","bid"
"2.6636","0.4","bid"
"2.6616","381","bid"
"2.661","9.4","bid"
"2.6603","100","bid"
"2.6586","0.1","bid"
"2.6576","165.6","bid"
"2.6569","69","bid"
"2.6541","2197.8","bid"
"2.6537","0.1","bid"
"2.6533","0.4","bid"
"2.6524","0.1","bid"
"2.652","1783.9","bid"
"2.6513","0.4","bid"
"2.6511","1","bid"
"2.65","2550.7","bid"
"2.6498","0.4","bid"
"2.6479","93.6","bid"
"2.6473","108.6","bid"
"2.6456","38.6","bid"
"2.6447","0.1","bid"
"2.6433","9.2","bid"
"2.6403","18","bid"
"2.64","10.2","bid"
"2.6399","0.1","bid"
"2.6396","0.4","bid"
"2.6393","12.7","bid"
"2.6391","67.6","bid"
"2.6385","0.1","bid"
"2.6374","0.4","bid"
"2.6361","0.4","bid"
"2.636","56.4","bid"
"2.6328","19.9","bid"
"2.6319","100","bid"
"2.6317","3.8","bid"
"2.6309","0.1","bid"
"2.6304","5.1","bid"
"2.6295","6.7","bid"
"2.6262","0.1","bid"
"2.6258","0.4","bid"
"2.6246","0.1","bid"
"2.6236","0.4","bid"
"2.6224","0.4","bid"
"2.6219","9.6","bid"
"2.6202","954","bid"
"2.617","0.1","bid"
"2.6154","9.8","bid"
"2.6125","0.1","bid"
"2.6121","0.4","bid"
"2.612","1310.5","bid"
"2.6107","0.1","bid"
"2.6097","0.4","bid"
"2.6091","5.7","bid"
"2.6086","0.4","bid"
"2.6085","95","bid"
"2.6063","71.3","bid"
"2.6053","38.2","bid"
"2.6032","0.1","bid"
"2.6011","11.4","bid"
"2.6005","82.4","bid"
"2.6","388","bid"
"2.5994","67.7","bid"
"2.5987","0.1","bid"
"2.5983","0.4","bid"
"2.5968","0.1","bid"
"2.596","5.1","bid"
"2.5958","0.4","bid"
"2.595","51.3","bid"
"2.5949","0.4","bid"
"2.5893","0.1","bid"
"2.5876","10.4","bid"
"2.585","0.1","bid"
"2.5849","7.6","bid"
"2.5846","0.4","bid"
"2.5833","9.7","bid"
"2.5829","0.1","bid"
"2.5821","111.3","bid"
"2.582","39.5","bid"
"2.5819","0.4","bid"
"2.5812","0.4","bid"
"2.5767","90.1","bid"
"2.5761","20.4","bid"
"2.5755","0.1","bid"
"2.5714","200","bid"
"2.5712","0.1","bid"
"2.5708","0.4","bid"
"2.5697","96.4","bid"
"2.569","0.1","bid"
"2.568","0.4","bid"
"2.5675","0.4","bid"
"2.5649","6.9","bid"
"2.5623","8.9","bid"
"2.562","5.1","bid"
"2.5616","0.1","bid"
"2.5612","13.1","bid"
"2.5603","67.6","bid"
"2.56","78.8","bid"
"2.5598","11","bid"
"2.5574","0.1","bid"
"2.5571","0.4","bid"
"2.5569","38.7","bid"
"2.5552","0.1","bid"
"2.5541","0.4","bid"
"2.5537","0.4","bid"
"2.5523","1","bid"
"2.55","134.3","bid"
"2.5478","0.1","bid"
"2.5471","113.9","bid"
"2.5458","1","bid"
"2.5453","9.8","bid"
"2.5442","398","bid"
"2.5437","0.1","bid"
"2.5433","0.4","bid"
"2.54","0.4","bid"
"2.539","98","bid"
"2.5376","11.7","bid"
"2.5347","84.5","bid"
"2.532","11.7","bid"
"2.5314","99","bid"
"2.5302","1976","bid"
"2.53","2996.8","bid"
"2.5299","197.6","bid"
"2.5296","0.4","bid"
"2.5285","5.1","bid"
"2.5263","0.4","bid"
"2.523","13.3","bid"
"2.5217","66.2","bid"
"2.5207","20.8","bid"
"2.5199","40.5","bid"
"2.5181","22.3","bid"
"2.518","724.2","bid"
"2.5139","35","bid"
"2.5099","100","bid"
"2.5092","1.9","bid"
"2.5079","10","bid"
"2.505","77.5","bid"
"2.5041","12.4","bid"
"2.504","79.2","bid"
"2.5019","7.1","bid"
"2.5001","4","bid"
"2.5","8155.1","bid"
"2.4977","0.5","bid"
"2.4954","5.1","bid"
"2.4937","99.4","bid"
"2.49","300","bid"
"2.4868","3.5","bid"
"2.4867","375","bid"
"2.4854","13.5","bid"
"2.4837","66.2","bid"
"2.48","25","bid"
"2.4779","18.9","bid"
"2.4778","201.7","bid"
"2.4764","397.4","bid"
"2.4757","12","bid"
"2.471","10.1","bid"
"2.4669","20.2","bid"
"2.4665","21.3","bid"
"2.4653","8","bid"
"2.4628","5.1","bid"
"2.4603","412","bid"
"2.46","247.6","bid"
"2.4594","41.5","bid"
"2.4566","100.9","bid"
"2.456","324.4","bid"
"2.4523","100","bid"
"2.4521","37.4","bid"
"2.452","250","bid"
"2.4519","77","bid"
"2.45","124.4","bid"
"2.449","104.6","bid"
"2.4463","66.2","bid"
"2.444","1","bid"
"2.4408","180.4","bid"
"2.4404","7.3","bid"
"2.4398","6.1","bid"
"2.4378","22.9","bid"
"2.4347","10.3","bid"
"2.4306","5.1","bid"
"2.42","102.4","bid"
"2.4153","12.3","bid"
"2.4134","21.8","bid"
"2.4095","66.2","bid"
"2.4037","40","bid"
"2.4002","42.5","bid"
"2.4001","24.3","bid"
"2.4","9036.4","bid"
"2.3989","10.4","bid"
"2.3988","5.1","bid"
"2.3933","450","bid"
"2.3909","62.3","bid"
"2.384","104","bid"
"2.3833","133.1","bid"
"2.3804","7.5","bid"
"2.3801","24.4","bid"
"2.38","2100","bid"
"2.3772","20.8","bid"
"2.3739","222.5","bid"
"2.3732","66.2","bid"
"2.37","300","bid"
"2.3674","5.1","bid"
"2.3636","10.6","bid"
"2.3617","9.7","bid"
"2.3615","22.2","bid"
"2.36","234.2","bid"
"2.3564","12.6","bid"
"2.35","3453.3","bid"
"2.3485","105.5","bid"
"2.343","0.5","bid"
"2.3425","43.5","bid"
"2.34","1630.3","bid"
"2.33","1016.4","bid"
"2.3296","5.9","bid"
"2.3288","10.8","bid"
"2.3219","7.6","bid"
"2.3215","61.5","bid"
"2.3135","107.1","bid"
"2.3117","79","bid"
"2.3107","22.7","bid"
"2.3074","43.3","bid"
"2.305","120","bid"
"2.3","108.5","bid"
"2.2989","12.9","bid"
"2.2965","69.7","bid"
"2.2945","10.9","bid"
"2.2927","26.8","bid"
"2.2906","29.4","bid"
"2.2895","26.2","bid"
"2.288","3.9","bid"
"2.2862","44.6","bid"
"2.285","43.7","bid"
"2.28","2267.3","bid"
"2.2791","108.7","bid"
"2.2679","4.6","bid"
"2.2651","27.2","bid"
"2.261","23.2","bid"
"2.2608","11.1","bid"
"2.26","244.5","bid"
"2.2599","221.2","bid"
"2.2576","364.6","bid"
"2.2522","22","bid"
"2.2505","444.3","bid"
"2.25","704.2","bid"
"2.2451","110.4","bid"
"2.2428","13.3","bid"
"2.24","6","bid"
"2.2344","4.5","bid"
"2.2312","45.7","bid"
"2.2282","0.9","bid"
"2.2275","11.3","bid"
"2.22","393.9","bid"
"2.2124","23.7","bid"
"2.2117","112.1","bid"
"2.2096","1.3","bid"
"2.2","2785.7","bid"
"2.1947","11.4","bid"
"2.1881","13.6","bid"
"2.1788","113.7","bid"
"2.1767","10.5","bid"
"2.1648","24.3","bid"
"2.1624","11.6","bid"
"2.1615","0.1","bid"
"2.16","255.9","bid"
"2.1504","6","bid"
"2.15","690.4","bid"
"2.1489","26.2","bid"
"2.1463","115.5","bid"
"2.1347","13.9","bid"
"2.1306","11.8","bid"
"2.13","1022.7","bid"
"2.1182","24.8","bid"
"2.1144","117.2","bid"
"2.1075","3500","bid"
"2.1","36.8","bid"
"2.0993","11.9","bid"
"2.0844","31.8","bid"
"2.0829","119","bid"
"2.0826","14.3","bid"
"2.0799","5","bid"
"2.0727","25.3","bid"
"2.07","12","bid"
"2.0684","12.1","bid"
"2.0608","6.1","bid"
"2.06","267.9","bid"
"2.0519","120.8","bid"
"2.05","8.2","bid"
"2.04","50","bid"
"2.038","12.3","bid"
"2.0318","14.6","bid"
"2.0213","122.6","bid"
"2.012","76.5","bid"
"2.01","989.5","bid"
"2.008","12.5","bid"
"2.0063","11.4","bid"
"2","3615.2","bid"
"1.9912","124.5","bid"
"1.99","502.5","bid"
"1.9822","15","bid"
"1.98","1000","bid"
"1.9785","12.7","bid"
"1.97","506","bid"
"1.9616","126.3","bid"
"1.959","25.3","bid"
"1.95","128.2","bid"
"1.9455","50","bid"
"1.9338","15.4","bid"
"1.9","27","bid"
"1.8866","15.8","bid"
"1.88","661.2","bid"
"1.86","245.4","bid"
"1.85","80.9","bid"
"1.8405","16.2","bid"
"1.8112","500","bid"
"1.8032","0.6","bid"
"1.8","221.2","bid"
"1.7956","16.6","bid"
"1.76","3","bid"
"1.7518","17","bid"
"1.75","286.5","bid"
"1.709","17.4","bid"
"1.7038","116.7","bid"
"1.7","2143.2","bid"
"1.69","2350","bid"
"1.6674","17.8","bid"
"1.655","6.6","bid"
"1.65","15","bid"
"1.63","3059.8","bid"
"1.6267","18.3","bid"
"1.62","600","bid"
"1.6","828.1","bid"
"1.596","15","bid"
"1.55","4.6","bid"
"1.5483","19.2","bid"
"1.5106","19.7","bid"
"1.51","25.8","bid"
"1.5","992.4","bid"
"1.4782","898.1","bid"
"1.4737","20.2","bid"
"1.45","68.9","bid"
"1.4444","44","bid"
"1.4386","29.3","bid"
"1.4378","20.7","bid"
"1.42","70.4","bid"
"1.41","300","bid"
"1.4027","21.2","bid"
"1.4","10.7","bid"
"1.3685","21.8","bid"
"1.3384","7.8","bid"
"1.3352","22.3","bid"
"1.333","1350.1","bid"
"1.3026","22.9","bid"
"1.2708","23.4","bid"
"1.25","45.3","bid"
"1.2398","24","bid"
"1.2248","81.6","bid"
"1.2096","24.6","bid"
"1.1801","25.2","bid"
"1.1513","25.9","bid"
"1.1233","26.5","bid"
"1.1185","8","bid"
"1.1084","8.9","bid"
"1.1","1863.2","bid"
"1.0959","27.2","bid"
"1.0691","27.9","bid"
"1.0431","28.6","bid"
"1.02","355.6","bid"
"1.0176","29.3","bid"
"1","1075.9","bid"
"0.9928","30","bid"
"0.9686","30.8","bid"
"0.9495","104.7","bid"
"0.945","31.5","bid"
"0.9367","29.4","bid"
"0.9219","32.3","bid"
"0.9","55.2","bid"
"0.8995","33.1","bid"
"0.8775","33.9","bid"
"0.86","7777","bid"
"0.81","50","bid"
"0.8","18.7","bid"
"0.7923","1623.6","bid"
"0.77","10150","bid"
"0.75","11977.9","bid"
"0.63","8","bid"
"0.62","9293.2","bid"
"0.61","1500","bid"
"0.6","25","bid"
"0.57","8","bid"
"0.55","579.5","bid"
"0.521","7.8","bid"
"0.5","27","bid"
"0.4854","29.4","bid"
"0.41","10","bid"
"0.4","37.5","bid"
"0.34","292.5","bid"
"0.333","300","bid"
"0.33","8","bid"
"0.31","275","bid"
"0.3","1018.3","bid"
"0.298","200.6","bid"
"0.23","869.5","bid"
"0.21","42","bid"
"0.2047","42.5","bid"
"0.2","7187.5","bid"
"0.18","30","bid"
"0.1707","15","bid"
"0.17","64","bid"
"0.1497","10","bid"
"0.14","2780.2","bid"
"0.134","20","bid"
"0.127","21","bid"
"0.119","23","bid"
"0.112","24","bid"
"0.111","75","bid"
"0.1","6153.1","bid"
"0.092","543.4","bid"
"0.082","1000","bid"
"0.08","50","bid"
"0.075","291.7","bid"
"0.0713","275.3","bid"
"0.0701","774.8","bid"
"0.07","1428.5","bid"
"0.0686","153.3","bid"
"0.0652","151.8","bid"
"0.06","250.9","bid"
"0.055","1000","bid"
"0.05","200","bid"
"0.0341","29.4","bid"
"0.0265","15413.8","bid"
"0.001","6000","bid"
"0.0005","1989","bid"
"0.0002","30000","bid"
"0.0001","239979.4","bid"
